schema_version,timestamp_utc,git_commit,gpu_name,m,k,n,ncu_version,profile_duration_ms,fp32_peak_percent,dram_throughput_percent,dram_gbytes_per_second,l1tex_throughput_percent,l2_throughput_percent,l2_hit_rate_percent,compute_sm_throughput_percent,fma_pipeline_percent,issue_slots_busy_percent,no_eligible_percent,active_warps_per_scheduler,eligible_warps_per_scheduler,warp_cycles_per_instruction,theoretical_occupancy_percent,achieved_occupancy_percent,executed_instructions
1,2026-08-21T08:21:33Z,e348a0c,NVIDIA A100 80GB PCIe,2048,2048,2048,2025.2.0,2.54,46.00,1.25,24.18,92.84,20.80,96.87,60.34,52.90,58.13,41.87,9.61,2.29,16.53,62.50,60.06,674136064
