schema_version,timestamp_utc,git_commit,gpu_name,m,k,n,ncu_version,profile_duration_ms,fp32_peak_percent,dram_throughput_percent,dram_gbytes_per_second,l1tex_throughput_percent,l1tex_hit_rate_percent,l2_throughput_percent,l2_hit_rate_percent,compute_sm_throughput_percent,fma_pipeline_percent,issue_slots_busy_percent,no_eligible_percent,active_warps_per_scheduler,eligible_warps_per_scheduler,warp_cycles_per_instruction,theoretical_occupancy_percent,achieved_occupancy_percent,executed_instructions
1,2026-08-21T08:02:02Z,1a67cf6,NVIDIA A100 80GB PCIe,2048,2048,2048,2025.2.0,2.52,46.00,1.21,23.41,91.89,1.60,16.16,96.19,69.72,50.30,55.96,44.04,11.38,2.57,20.34,75.00,71.16,643825664
