schema_version,timestamp_utc,git_commit,gpu_name,m,k,n,ncu_version,profile_duration_ms,fp32_peak_percent,dram_throughput_percent,dram_gbytes_per_second,l1tex_throughput_percent,l1tex_hit_rate_percent,l2_throughput_percent,l2_hit_rate_percent,compute_sm_throughput_percent,issue_slots_busy_percent,no_eligible_percent,active_warps_per_scheduler,eligible_warps_per_scheduler,mio_throttle_stall_percent,achieved_occupancy_percent,executed_instructions
1,2026-08-20T08:01:40Z,6f1b78d,NVIDIA A100 80GB PCIe,2048,2048,2048,2025.2.0,4.87,24.00,0.57,11.04,92.66,2.78,17.15,98.23,71.91,54.95,45.05,15.67,3.55,31.50,97.94,1228406784
